"","Expertise","Complexite","Tps_Tot","Tps_Xplr","Tps_Xplo","Tps_RI","SW2a","SW2b","Docs","TG_Tot","Etude"
"1","expert","TC",5.50782484955346,4.40317201549225,5.14432663590193,5.21675556147871,3.5,0,4.5,0.0242831168594645,"Etude 1"
"2","expert","TC",5.15331780807531,4.91352245957026,4.14755266408027,4.98223051602325,4,0,1,0.020835286641456,"Etude 1"
"3","expert","TC",5.20985534658547,4.8589400263454,4.69737757059762,5.08665875020999,3,0,2,0.0163821631008158,"Etude 1"
"4","expert","TC",5.57759174500251,4.27030609115291,4.99602325411848,5.0708594763691,2,0.5,1.5,0.0339782114718936,"Etude 1"
"5","expert","TC",4.6786822328364,3.83257277484618,3.9420576838414,4.1917862475822,1,0,1,0.128600823045267,"Etude 1"
"6","expert","TC",4.97883306651997,4.4814712938587,4.55525168552223,4.82095638338686,1,0,1,0.0302046364116892,"Etude 1"
"7","expert","TC",4.91720344645666,3.88004146215864,4.16121821969102,4.34402857175626,2.5,0,1,0.181147114100039,"Etude 1"
"8","expert","TC",5.64633901838736,4.84134069651239,5.19951109220492,5.35737828882692,3,0,3,0.00878317845661988,"Etude 1"
"9","expert","TC",5.44533716239636,4.82727232150037,4.81066928190957,5.12008013412945,4.5,0.5,1.5,0.0303375047402351,"Etude 1"
"10","expert","TC",4.6649708619648,3.96628256216746,4.00479411038871,4.28699507396885,1,0,1,0.103284445362528,"Etude 1"
"11","expert","TC",5.34108318764924,4.62091645856543,4.85443357809555,5.05421457704263,2.5,0.5,1.5,0.0353057477757379,"Etude 1"
"12","expert","TC",5.51964295278398,3.96967212642384,5.16860501260217,5.19524079565464,2,0,2.5,0.0255163879001289,"Etude 1"
"13","expert","TC",4.82184747265952,3.67632773388132,3.825101411598,4.05808422475092,1,0,1,0,"Etude 1"
"14","expert","TC",4.86713736933156,4.10088725485359,4.00318039077125,4.35580578441483,2.5,0,1.5,0.176300769112105,"Etude 1"
"15","expert","TC",5.56864283706697,4.63371078487923,5.23636340813839,5.3331549594383,2.5,0.5,2,0.0185739824940215,"Etude 1"
"16","expert","TC",4.91970030960814,3.79413935576777,3.91328390176042,4.15881464672423,1,0,2,0.138744363510232,"Etude 1"
"17","expert","TC",5.01329657488338,4.1062759113543,4.60975977244355,4.72825635924849,3.5,0,2.5,0.0747831289261143,"Etude 1"
"18","expert","TC",5.05319180644966,4.18474819762794,4.30553407868605,4.55035678735969,2.5,0,1,0.112642739471424,"Etude 1"
"19","expert","TC",5.5367635477745,4.7628435492866,5.28736945902265,5.40093325056815,4,0.5,3,0.0158901040404562,"Etude 1"
"20","expert","TC",5.50978231492096,4.93635789126619,5.21601010915162,5.39934484818037,5.5,1,4,0.0159483274191619,"Etude 1"
"21","novice","TC",5.48743110727984,4.83910707313787,5.07247967090172,5.27231396414822,7,1,3,0.00534178046884807,"Etude 1"
"22","novice","TC",5.82139724244493,5.15619618152412,5.59838337002122,5.73232257794976,10,2,6.5,0.00740862159816933,"Etude 1"
"23","novice","TC",5.26072472426756,4.01822184547627,4.63911279544208,4.73232137137678,1,0,1.5,0.0185216054527606,"Etude 1"
"24","novice","TC",5.0426660630457,3.60605874941031,3.95206559018505,4.1136760118971,1,0,1,0.153940886699507,"Etude 1"
"25","novice","TC",5.3327918116377,4.19048577532922,5.19738119248805,5.23815152598688,3,0.5,2,0.023115775360895,"Etude 1"
"26","novice","TC",5.50187297284721,4.57103882643827,5.27482956195108,5.35321105967105,4,0,2,0.00443393110114462,"Etude 1"
"27","novice","TC",5.6062921320777,5.06218134613655,5.28478704752353,5.48862332785151,10,2,5.5,0.0129848418202801,"Etude 1"
"28","novice","TC",5.74115948071278,4.09228191903622,5.489651975833,5.5067072501944,2,0,2,0.00622762918827524,"Etude 1"
"29","novice","TC",5.6064668181172,4.61317031273957,5.33867358657684,5.41354367182059,5,0.5,2.5,0.0115765081778383,"Etude 1"
"30","novice","TC",5.16650263822234,4.45154850589205,4.80840342472047,4.96667195247023,2.5,0,2,0.0107976202045069,"Etude 1"
"31","novice","TC",4.67819048587097,3.49734438101758,3.80133509567455,3.97644168937884,1,0,1,0.211148648648649,"Etude 1"
"32","novice","TC",5.34101288614349,4.78988024383917,5.01453523899933,5.21760500337716,6.5,0,6,0.0242356676320541,"Etude 1"
"33","novice","TC",5.24665119716228,4.66748097098499,4.84410112147618,5.06573839180324,4,0,2.5,0.0343812450308357,"Etude 1"
"34","novice","TC",5.67245115597878,5.04843597666227,4.97593245209333,5.31472547371795,7,1,2,0.0193791407773458,"Etude 1"
"35","novice","TC",5.61840009882488,4.93998574376231,5.2287069773335,5.4089400398996,6,0.5,3.5,0.0116998748113395,"Etude 1"
"36","novice","TC",5.20730172069293,3.86042785130777,4.72225539500416,4.77819105888662,1.5,0,1.5,0.049995417086767,"Etude 1"
"37","novice","TC",5.39458212469763,4.97353192904233,5.04611259822763,5.31236673695619,3.5,0.5,2.5,0.00974233947669024,"Etude 1"
"38","novice","TC",5.59657675477565,5.21600350651324,5.02538984805801,5.43210143793302,9.5,3.5,3,0.0036974180929457,"Etude 1"
"39","expert","TR",5.73000906021553,4.68428867737216,5.57761414335002,5.62986251753835,4.5,0.5,4.5,0.00468994206749061,"Etude 1"
"40","expert","TR",5.48236255847409,4.94899212780993,4.88017596871573,5.21697565394369,4.5,1.5,2,0.0121354068698538,"Etude 1"
"41","expert","TR",5.58831765556962,5.23605710579229,5.07642196736059,5.46456331459653,7,3.5,3,0.0137245045882734,"Etude 1"
"42","expert","TR",5.7142844834431,5.03974318572829,4.62854729092672,5.18212493104882,7,3,3.5,0.0131493735967153,"Etude 1"
"43","expert","TR",5.37205637342749,4.36675905512633,5.16643307425911,5.23036971928058,2.5,0.5,1.5,0.011766851602351,"Etude 1"
"44","expert","TR",5.41587774259894,4.74685984890772,5.0871671523532,5.25055661279257,2.5,0.5,1.5,0.0224648425214539,"Etude 1"
"45","expert","TR",5.4952591080686,4.88420609047743,4.64821359490428,5.08307599910885,2,0,1.5,0.0165178682039296,"Etude 1"
"46","expert","TR",5.52112173194734,4.45546157723479,4.97774189098734,5.09182341608518,3.5,1,1.5,0.01618849888097,"Etude 1"
"47","expert","TR",6.11042656673298,5.60149123616438,5.84881208276497,6.04355422912865,10.5,5,5.5,0.00361830991457623,"Etude 1"
"48","expert","TR",5.29029177117352,4.72781362226269,4.95403979137654,5.15652340786939,3.5,1,2.5,0.0139478281488094,"Etude 1"
"49","expert","TR",5.51124280557098,3.9501700598082,4.74868408015197,4.81277970700896,2,0,1,0.0307787011388119,"Etude 1"
"50","expert","TR",5.30724565809543,3.49080095201086,4.92353673187619,4.93928207306209,1,0,1,0,"Etude 1"
"51","expert","TR",5.43585312183331,4.72745178640297,4.68773847782044,5.00907890906768,2,0.5,1.5,0.0195862406659322,"Etude 1"
"52","expert","TR",5.61280663010156,3.89547779627571,4.93444794894897,4.97243890447114,1,0,2,0.0213103749560474,"Etude 1"
"53","expert","TR",5.635233855077,4.89295398899505,4.99038103880812,5.24542382576551,2.5,0.5,2,0.0113659612193403,"Etude 1"
"54","expert","TR",5.46972410466047,4.68329925223966,5.17476463675689,5.29616151151454,4,0.5,4.5,0.0101127316763622,"Etude 1"
"55","expert","TR",5.49005544697822,4.96381142966517,4.83275153889512,5.20423668361695,3,1,2,0.0124966415275895,"Etude 1"
"56","expert","TR",5.19721437487619,4.41725573786521,4.4736183334001,4.74738073024629,2,0,2,0.035780735651925,"Etude 1"
"57","expert","TR",5.5009921263361,4.63103769653674,5.19520477887521,5.29996249181312,3.5,0,2.5,0,"Etude 1"
"58","expert","TR",5.60310700652492,4.36240706985787,5.2848738265159,5.33391557629138,1.5,0.5,4,0.0185414807690079,"Etude 1"
"59","novice","TR",5.64940788415556,4.31911647392068,5.22471948175986,5.27559349668875,1.5,0,1.5,0.0106031889090644,"Etude 1"
"60","novice","TR",6.11246272668345,5.36805433095713,5.74472080671017,5.89703406703182,9.5,3.5,6,0.00507020972922545,"Etude 1"
"61","novice","TR",5.53178026393316,4.91548689646039,5.2531234709758,5.41735210043758,4,1.5,4,0.00765028994598895,"Etude 1"
"62","novice","TR",5.76569835095689,4.90996232165399,5.37870761144806,5.50575553246873,3,0,2,0,"Etude 1"
"63","novice","TR",5.54875414601585,5.20105556356206,4.89304011195712,5.3748307991601,6.5,2.5,3.5,0.00843721656225611,"Etude 1"
"64","novice","TR",5.8716613615082,5.44174460940919,5.46588378586342,5.7550118862112,7,1.5,5,0.00351575100396665,"Etude 1"
"65","novice","TR",5.99470507231092,5.33918203555621,5.64819162823469,5.8216392787352,8,2,4,0.00150785896090423,"Etude 1"
"66","novice","TR",5.7848661027494,4.89874711510036,5.03864002858047,5.27533208959237,3,1,3,0.0106095730177339,"Etude 1"
"67","novice","TR",5.71132755372902,5.06991772598616,4.43807536968257,5.16103241756508,2.5,0.5,1.5,0.013803765667274,"Etude 1"
"68","novice","TR",5.37560418012306,4.45785163125561,4.83954089296897,4.99037437844571,2,0,1.5,0,"Etude 1"
"69","novice","TR",4.78598434308496,3.61652802516145,3.55612150702351,3.88840416773705,1,0,1,0.258598396689941,"Etude 1"
"70","novice","TR",5.56278221107331,5.2384563552384,5.02523006197122,5.44582985324374,6.5,2.5,4,0.00716473517347615,"Etude 1"
"71","novice","TR",5.35785864830179,4.26047685832742,4.8347226336652,4.93733982486936,1.5,0,1,0.0231041593262827,"Etude 1"
"72","novice","TR",5.72070286524057,4.60292771285919,4.38132269787568,4.80713911203311,1.5,0,1.5,0,"Etude 1"
"73","novice","TR",5.89403622929301,5.24372988682718,5.38148420953926,5.61907610466264,8,3,7,0,"Etude 1"
"74","novice","TR",5.6751631137098,4.86301934287157,5.11336836684108,5.30701869356292,3,1,3,0.00986305152951272,"Etude 1"
"75","novice","TR",5.7434866383235,5.07364321273379,5.51828686295298,5.65157552012307,11,5,6,0.00446122857773802,"Etude 1"
"76","novice","TR",6.08546772139971,5.67779623101629,5.74673225436313,6.01466059084427,13,4.5,9,0.00193361232136443,"Etude 1"
"77","expert","TI",5.73565158664151,5.26516936481102,5.45187389945655,5.66950841148054,9.5,2.5,7,0.00856153388441073,"Etude 1"
"78","expert","TI",5.85020589836645,5.43884126832135,5.54694900750384,5.79728035475318,9.5,1.5,6.5,0.00637939709912865,"Etude 1"
"79","expert","TI",5.69065052191668,5.2062266219481,5.43823055742706,5.63857011805409,5.5,1,4.5,0.00919369037029886,"Etude 1"
"80","expert","TI",5.60348268726057,4.17305508583884,5.32173199120435,5.35152575454784,4,0,3,0.0178046826315321,"Etude 1"
"81","expert","TI",5.64859612490773,4.71718352074011,5.2475682267546,5.35979091271532,6.5,1,4,0.0174690415828699,"Etude 1"
"82","expert","TI",5.78076613919112,5.43222506449272,5.4325107159313,5.73339790936142,6,0.5,5,0.00739030023094688,"Etude 1"
"83","expert","TI",5.64975045294657,5.28679093181305,5.27361811102423,5.58128445916209,6,0.5,4,0.0104900010621126,"Etude 1"
"84","expert","TI",5.71826537835423,5.07098673296454,5.36957576434749,5.54648220350393,6,2,4,0.0113652184537052,"Etude 1"
"85","expert","TI",5.72746520817192,5.22198249172156,5.42825793470603,5.63828354234878,7,3,4,0.00919975896631508,"Etude 1"
"86","expert","TI",5.72354679042951,5.14558948695418,5.47222678436337,5.63994892597725,10,2.5,4.5,0.00687341123963117,"Etude 1"
"87","expert","TI",5.69149568755049,5.29468882769588,5.36283858590211,5.63112909595335,8.5,2.5,5.5,0.00935256844911034,"Etude 1"
"88","expert","TI",5.44475813988842,4.2962701975268,5.19383253351708,5.24560272522948,3,0,3,0.0227225603781034,"Etude 1"
"89","expert","TI",5.62392966887459,5.02223654636437,5.14577735644611,5.38941506756987,4,0,2.5,0.0163171732129126,"Etude 1"
"90","expert","TI",5.89827530032898,5.03885055901307,5.57279611665322,5.68421050487737,5,0.5,4.5,0.00827655273302117,"Etude 1"
"91","expert","TI",5.80833388180684,5.15772717353954,5.58730060419621,5.72462316628615,4,0,3.5,0.00754113690179932,"Etude 1"
"92","expert","TI",5.76475505483589,5.11246255907664,5.55170488817877,5.68642756117557,7,1,5,0.0082344089186883,"Etude 1"
"93","expert","TI",5.79589321969565,5.29157972959183,5.35730866887863,5.6267164903373,9,2.5,6,0.00944807867415112,"Etude 1"
"94","expert","TI",5.68810600207998,4.98647165401745,5.42316720215073,5.5585705821349,5,0,4.5,0.0110532351437611,"Etude 1"
"95","expert","TI",5.92389704215478,5.45323116656114,5.65082263860237,5.86419859702013,15,2.5,11,0.00410131057379386,"Etude 1"
"96","expert","TI",5.96779547225813,5.1613979525458,5.82808991388036,5.91282019473574,6.5,0,7,0.00488922244250886,"Etude 1"
"97","novice","TI",5.5956642855171,4.82141526061797,5.29707516370411,5.42237969947449,5.5,0.5,4,0.00378111860612844,"Etude 1"
"98","novice","TI",5.77380252966414,5.37090150486777,5.36550108840603,5.66923968646408,11,3.5,7,0.0085668330773992,"Etude 1"
"99","novice","TI",5.68885523306796,4.99376017710535,5.49361765799755,5.612982950986,8,1,6,0.00487581304182472,"Etude 1"
"100","novice","TI",5.52895781496877,5.24946985947954,4.44543294229517,5.31281182621209,4,0,3,0,"Etude 1"
"101","novice","TI",5.7371659956141,4.95746840554009,5.41953446021666,5.54828620718098,5,0,4.5,0.00565905335355502,"Etude 1"
"102","novice","TI",5.88019943154973,5.32023770690539,5.60202361764193,5.78462478040422,5,0.5,4,0.00656803125726075,"Etude 1"
"103","novice","TI",5.81445936256789,4.85134397580889,5.68594809138124,5.74526572982007,8,1,5.5,0.00359554116939583,"Etude 1"
"104","novice","TI",5.82631457076843,5.19813727183159,5.43825113939111,5.6356114025868,8.5,2.5,6,0.0069424035063766,"Etude 1"
"105","novice","TI",5.82884639691887,4.78444967539225,5.49991585156743,5.57639088229545,6,0,4.5,0.00795665215903756,"Etude 1"
"106","novice","TI",5.49459214793113,4.79920265630053,5.15752778473758,5.31534783036613,4.5,0,4,0.0145135423444693,"Etude 1"
"107","novice","TI",5.29818256708504,4.61291094870189,4.86350130064145,5.05706482509961,3,0,3,0.0263060977534593,"Etude 1"
"108","novice","TI",5.96960762130043,5.12381735320714,5.72641828565591,5.82322016432848,9,0,7.5,0.00600952058298359,"Etude 1"
"109","novice","TI",5.92079304295799,4.90288636372562,5.72207712595485,5.78339326927861,5.5,0.5,4.5,0.00494001179016147,"Etude 1"
"110","novice","TI",5.62357178938537,4.74626045151184,4.96619572275099,5.17103424813123,2,0,2,0.00674474837030018,"Etude 1"
"111","novice","TI",5.87652526076538,5.33191699359492,5.46034146936777,5.70188905431188,8.5,1,5,0.00198660235372647,"Etude 1"
"112","novice","TI",5.70763999822516,4.52124925932512,5.50983132330203,5.55227449633995,3.5,0,3,0.0112146440822426,"Etude 1"
"113","novice","TI",5.74847332679179,4.68510550148582,5.56300678100898,5.61703128612279,6,1.5,6,0.00483057366685224,"Etude 1"
"114","novice","TI",5.90158799097802,5.35242276126354,5.63042838356627,5.81433084973043,8,0.5,6.5,0.00460034502587694,"Etude 1"
"115","novice","TC",4.79467390072509,3.98071524300578,4.20477093628552,4.57463692728713,0,0.333333333333333,1,0.115633060333333,"Etude 2"
"116","novice","TC",5.2757266348235,4.40437181946528,4.91628195142814,5.07177157941676,1,0.333333333333333,3,0.0129881076666667,"Etude 2"
"117","novice","TC",5.36491291291256,4.11861739888511,4.81942986342538,4.99678156300376,0,0,1,0.016297414,"Etude 2"
"118","novice","TC",5.28409670628852,4.69046189324618,4.96400020205908,5.22507225081864,1,0,1.66666666666667,0.0146577546666667,"Etude 2"
"119","novice","TC",5.26533206298758,4.5103081389597,4.90312074842829,5.09999353340081,0.666666666666667,0.333333333333333,1.66666666666667,0.017994622,"Etude 2"
"120","novice","TC",5.38912176633991,4.40395512049231,5.00632910023339,5.16664419854288,1.33333333333333,0,2,0.0471549776666667,"Etude 2"
"121","novice","TC",5.07696188946914,3.97170869014552,4.8546844925615,5.01408350436994,0.333333333333333,0,1,0.017254431,"Etude 2"
"122","novice","TC",4.70965432241344,3.86666139994987,4.17887147666595,4.60537329218607,0,0.333333333333333,1,0.0817143726666667,"Etude 2"
"123","novice","TC",4.91675214942972,3.78575679996264,4.4399534227343,4.83920351500134,0,0,1,0.0781632306666667,"Etude 2"
"124","novice","TC",5.02700829085506,3.83352958175864,4.74705168883623,4.87694490591591,0.333333333333333,0,1,0.0299868056666667,"Etude 2"
"125","expert","TC",4.99651021282887,3.94535367721161,4.49635297227224,4.8251295624097,0.333333333333333,0,1.66666666666667,0.0580333553333333,"Etude 2"
"126","novice","TC",5.17749994647507,4.10181578599174,4.9347727444529,5.10645382032216,0.666666666666667,0.333333333333333,2,0.0107638946666667,"Etude 2"
"127","novice","TC",5.20597263433861,4.56151082731756,4.90265366384244,5.1277773257877,1.66666666666667,0,2.33333333333333,0.0114134533333333,"Etude 2"
"128","novice","TC",5.26528176667857,4.67787146332891,4.85390699599704,5.14484704769092,0.666666666666667,0.333333333333333,1.66666666666667,0.0201213003333333,"Etude 2"
"129","expert","TC",5.01232954845474,4.19654462152604,4.48761437666072,4.81252120103413,0.666666666666667,0,1.66666666666667,0.0296173093333333,"Etude 2"
"130","expert","TC",5.21938409681208,3.84883545736228,4.92875420217665,5.03524757649427,0,0,1,0.027015983,"Etude 2"
"131","expert","TC",4.86476612449862,3.8968384151558,4.48712894444141,4.74609943337349,0.666666666666667,0,1.66666666666667,0.0285315493333333,"Etude 2"
"132","expert","TC",5.04590946703501,4.34551095769695,4.62612128259849,4.93280679899665,0.333333333333333,0,1.33333333333333,0.0427533673333333,"Etude 2"
"133","expert","TC",4.96478273183831,4.10636090880675,4.66110247363425,4.86271958504493,0,0,1,0.053162517,"Etude 2"
"134","expert","TC",5.2702478208382,4.45343046733876,4.96056273231106,5.18358963245353,0.333333333333333,0.333333333333333,1.66666666666667,0.0173189153333333,"Etude 2"
"135","expert","TC",5.24381577306223,3.91585693182288,4.87267866634015,5.03107032360941,0,0.333333333333333,1,0.0442658733333333,"Etude 2"
"136","novice","TC",5.29959518014498,4.67383770636414,4.80890160238207,5.09693433281809,0.333333333333333,0.666666666666667,1.33333333333333,0.0215062473333333,"Etude 2"
"137","expert","TC",5.27253159410315,4.0502766168008,5.15671770806098,5.22411073448521,0,0.333333333333333,1.33333333333333,0.0201674863333333,"Etude 2"
"138","novice","TC",4.87342717596014,3.74468406327689,3.98545641407005,4.49787374185494,0,0,1,0.293796720666667,"Etude 2"
"139","expert","TC",5.58890484806212,4.87773982143067,5.14269286562591,5.36956216504065,0.666666666666667,0,2,0.015977192,"Etude 2"
"140","expert","TC",5.08151472738252,3.47026344696508,4.71676269473954,4.81624793039127,0,0,1,0.01668864,"Etude 2"
"141","expert","TC",5.1739832006919,3.76325324223857,4.85275235887099,4.97941330056014,0.333333333333333,0,1.33333333333333,0.0359406523333333,"Etude 2"
"142","novice","TC",5.22080257804321,4.39024604510922,4.9629924664641,5.16766581224098,0.666666666666667,0,1.33333333333333,0.0190570106666667,"Etude 2"
"143","novice","TC",5.12997438860396,4.27660731057399,4.76373239218734,4.97092307322626,0,0,1,0.0594601433333333,"Etude 2"
"144","novice","TC",5.4203335,4.345718,4.772192,5.050118,2,0,2,0.017848577664032,"Etude 3"
"145","expert","TC",5.0461165,3.6434775,4.339788,4.4195305,0.5,0,1,0.053355309132976,"Etude 3"
"146","novice","TC",5.5434715,4.186727,4.6863545,4.8261385,0,0,1.5,0.011127431343749,"Etude 3"
"147","expert","TC",5.6448505,4.2271865,4.562383,4.7273815,0.5,0,1,0.087835120542856,"Etude 3"
"148","novice","TC",5.1057685,3.764166,4.338356,4.4491195,0,0,1,0.047619047619048,"Etude 3"
"149","expert","TC",5.0623205,3.774356,4.344669,4.4538135,0,0,1,0,"Etude 3"
"150","novice","TC",5.2979985,3.9117235,4.8844385,4.9283915,1,0,1,0.013087605544345,"Etude 3"
"151","novice","TC",5.2906165,4.443169,4.727409,4.914375,2.5,0,3,0.02290858061547,"Etude 3"
"152","novice","TC",5.4829345,4.3653785,4.3924545,4.722077,0.5,1,2,0.045603983562566,"Etude 3"
"153","novice","TC",5.435944,3.949318,4.87212,4.936975,0,0,2,0.006622428842002,"Etude 3"
"154","expert","TC",4.987901,3.685755,4.2847825,4.390932,0.5,0.5,1,0.034487515519382,"Etude 3"
"155","novice","TC",5.248956,4.290012,4.649354,4.806865,1,0,3,0.022420519259226,"Etude 3"
"156","novice","TC",5.4745115,3.98355,4.0755305,4.3354045,0,0,2,0.034731869963879,"Etude 3"
"157","expert","TC",5.2135265,3.295975,4.2496765,4.295704,0,0,1,0.02341043168836,"Etude 3"
"158","expert","TC",5.2744585,3.700685,4.4503355,4.5298725,0,0,1.5,0.037897957019307,"Etude 3"
"159","expert","TC",5.6277775,4.3677785,4.8034185,4.939131,0.5,2,3,0.060753341433779,"Etude 3"
"160","expert","TC",5.316372,4.2702945,4.6467715,4.8150775,2,0,2,0.022801462959892,"Etude 3"
"161","expert","TC",5.3190965,3.8384475,4.436475,4.5749985,0,0,1.5,0.052482504036615,"Etude 3"
"162","expert","TC",5.1962355,4.1700465,4.023042,4.4548955,0,0,1,0.100386866928266,"Etude 3"
"163","novice","TC",5.318724,3.880035,4.0737705,4.2897355,0,0.5,1,0.089038568359496,"Etude 3"
"164","novice","TC",5.2043535,3.8207745,4.8290085,4.8747525,1.5,0.5,2,0.016274413295747,"Etude 3"
"165","novice","TC",5.4265155,3.9686005,4.720374,4.795836,0.5,0,1.5,0.025303379203797,"Etude 3"
"166","novice","TC",5.3227615,3.71573,5.0689315,5.088154,0,0,1.5,0.009063682526391,"Etude 3"
"167","novice","TC",5.7118805,3.9880145,5.2089195,5.3411935,1,0,1,0.009689648874855,"Etude 3"
"168","expert","TC",5.5524665,4.4351695,5.082868,5.1735515,2,0,2.5,0.01283285210138,"Etude 3"
"169","expert","TC",5.15134,3.625566,4.5875365,4.632875,0.5,0,1.5,0.041663194733772,"Etude 3"
